Unsaved report,,,,,,,
"January 1, 2019 - August 24, 2019",,,,,,,
Day,Campaign, Clicks , Impressions , Cost , Avg. position , Conversions ,Search Impr. share
8/6/2019,Google - Brand - Corporate - Brand,1.00,10.00,0.00,1.00, -   ,100.00%
8/6/2019,Google - Generic - Google Play - App,13.00,77.00,43.00,1.00,3.00,93.90%
8/6/2019,Google - Generic - Masseuse,1.00,10.00,2.00,1.00, -   ,90.91%
8/6/2019,Google - Brand - Extra Tokens,55.00,256.00,149.00,1.00,5.00,100.00%
8/6/2019,Google - Generic - Geo Keywords - Massage,400.00,11607.00,1016.00,2.00,9.00,26.01%
8/6/2019,Google - Generic - Massage - SKAG - Focus,21.00,677.00,66.00,2.00, -   ,13.83%
8/6/2019,Google - Generic - Massage - Core - Focus,25.00,512.00,82.00,2.00, -   ,32.45%
8/7/2019,Google - Generic - DSA,22.00,315.00,5.00,3.00, -   ,<10%
8/7/2019,Google - Generic - Corporate - Massage,9.00,324.00,90.00,4.00, -   ,32.43%
8/7/2019,Google - Generic - Competitors,35.00,2496.00,189.00,2.00, -   ,16.77%
8/7/2019,Google - UAC - In Home - Android,345.00,34575.00,10.00,1.00,14.00,<10%
8/7/2019,Google - Generic - Google Play - App,8.00,75.00,31.00,1.00, -   ,94.94%
8/7/2019,Google - Brand - Extra Tokens,51.00,234.00,187.00,1.00,6.00,99.15%
8/7/2019,Google - Generic - In Home - Massage Home Modifier - Focus,36.00,446.00,210.00,1.00,3.00,82.29%
8/7/2019,Google - Generic - Massage - Core - Focus,31.00,455.00,88.00,2.00, -   ,28.80%
8/7/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,4.00,0.00,1.00, -   , --
8/7/2019,YouTube - Retargeting - Non Converters- CPM,3.00,2148.00,30.00,1.00, -   , --
8/7/2019,Google - Generic - Assisted Stretching - NYC Geo,7.00,129.00,31.00,2.00, -   ,63.86%
8/8/2019,Google - Generic - DSA,18.00,248.00,5.00,3.00, -   ,<10%
8/8/2019,Google - Generic - Corporate - Massage,12.00,341.00,107.00,4.00, -   ,34.55%
8/8/2019,Google - UAC - In Home - Android,391.00,39049.00,17.00,1.00,27.00,<10%
8/8/2019,Google - Generic - Google Play - App,11.00,99.00,45.00,1.00,1.00,91.67%
8/8/2019,Google - Generic - Massage - Core - National,83.00,2424.00,307.00,2.00, -   ,21.19%
8/8/2019,Google - Generic - In Home - Massage Home Modifier - National,222.00,2264.00,699.00,2.00,5.00,55.38%
8/8/2019,Google - Brand - Extra Tokens,57.00,224.00,166.00,1.00,6.00,100.00%
8/8/2019,Google - Generic - Geo Keywords - Massage,134.00,3496.00,322.00,2.00, -   ,28.13%
8/8/2019,YouTube - Retargeting - Non Converters- CPM,1.00,1991.00,30.00,1.00, -   , --
8/9/2019,Google - Generic - Massage - SKAG - National,116.00,3719.00,250.00,2.00,8.00,11.75%
8/9/2019,Google - Generic - DSA,10.00,217.00,7.00,3.00, -   ,<10%
8/9/2019,Google - Generic - Competitors,54.00,3236.00,273.00,2.00,1.00,19.31%
8/9/2019,Google - UAC - In Home - Android,966.00,80208.00,33.00,1.00,40.00,<10%
8/9/2019,Google - Generic - Massage Types,19.00,1188.00,39.00,2.00, -   ,15.85%
8/9/2019,Google - Generic - Massage - Core - National,100.00,2436.00,302.00,3.00,2.00,19.46%
8/9/2019,Google - Generic - Masseuse, -   ,16.00, -   ,1.00, -   ,94.12%
8/9/2019,Google - Brand - Extra Tokens,63.00,235.00,303.00,1.00,15.00,99.58%
8/9/2019,Google - Generic - Massage - SKAG - Focus,20.00,705.00,59.00,3.00,1.00,14.59%
8/9/2019,Google - Generic - Massage - Core - Focus,28.00,605.00,114.00,2.00, -   ,31.96%
8/10/2019,Google - Brand - Core - SKAG,160.00,582.00,490.00,1.00,41.00,99.32%
8/10/2019,Google - Generic - Corporate - Massage,6.00,119.00,22.00,4.00, -   ,23.90%
8/10/2019,Google - Generic - Massage Types,16.00,892.00,26.00,3.00, -   ,13.50%
8/10/2019,Google - Generic - Masseuse,1.00,16.00,1.00,2.00,2.00,94.12%
8/10/2019,Google - Brand - Extra Tokens,45.00,213.00,111.00,1.00,1.00,98.61%
8/10/2019,Google - Generic - Geo Keywords - Massage,122.00,3363.00,308.00,3.00,3.00,10.56%
8/10/2019,Google - Generic - In Home - Massage Home Modifier - Focus,39.00,372.00,300.00,1.00, -   ,86.51%
8/10/2019,Google - Generic - Massage - SKAG - Focus,23.00,559.00,62.00,2.00,2.00,12.50%
8/11/2019,Google - Brand - Core - SKAG,200.00,626.00,573.00,1.00,45.00,98.58%
8/11/2019,Google - Generic - Competitors,48.00,1925.00,213.00,2.00,5.00,14.39%
8/11/2019,Google - UAC - In Home - Android,657.00,51203.00,20.00,1.00,25.00,<10%
8/11/2019,Google - Generic - Google Play - App,16.00,87.00,97.00,1.00,2.00,97.75%
8/11/2019,Google - Generic - In Home - Massage Home Modifier - National,230.00,2135.00,952.00,2.00,14.00,57.84%
8/11/2019,Google - Generic - Massage - SKAG - Focus,18.00,631.00,50.00,2.00,3.00,16.19%
8/11/2019,Google - Generic - Massage - Core - Focus,44.00,652.00,207.00,2.00,3.00,31.47%
8/11/2019,YouTube - Retargeting - Non Converters- CPM,6.00,1942.00,29.00,1.00, -   , --
8/12/2019,Google - Brand - Core - SKAG,189.00,718.00,412.00,1.00,34.00,95.61%
8/12/2019,Google - Generic - DSA,10.00,218.00,2.00,3.00, -   ,<10%
8/12/2019,Google - UAC - In Home - Android,658.00,68867.00,20.00,1.00,27.00,<10%
8/12/2019,Google - Generic - Google Play - App,6.00,73.00,20.00,1.00, -   ,92.41%
8/12/2019,Google - Generic - Geo Keywords - Massage,142.00,3922.00,239.00,3.00,7.00,13.40%
8/12/2019,Google - Generic - In Home - Massage Home Modifier - Focus,29.00,370.00,312.00,1.00,1.00,78.22%
8/12/2019,Google - Generic - Massage - SKAG - Focus,18.00,798.00,44.00,2.00, -   ,17.98%
8/12/2019,Google - Generic - Massage - Core - Focus,27.00,594.00,130.00,2.00,3.00,31.35%
8/12/2019,Google - Generic - Assisted Stretching - NYC Geo,6.00,174.00,27.00,1.00, -   ,58.78%
8/13/2019,Google - UAC - In Home - Android,654.00,59175.00,21.00,1.00,27.00,<10%
8/13/2019,Google - Generic - Massage Types,19.00,736.00,32.00,2.00, -   ,13.82%
8/13/2019,Google - Generic - In Home - Massage Home Modifier - National,246.00,2559.00,917.00,2.00,11.00,59.79%
8/13/2019,Google - Brand - Extra Tokens,42.00,253.00,183.00,1.00,3.00,99.61%
8/13/2019,Google - Generic - Massage - SKAG - Focus,16.00,819.00,53.00,2.00, -   ,15.51%
8/13/2019,Google - Generic - Massage - Core - Focus,28.00,549.00,78.00,2.00, -   ,31.28%
8/13/2019,YouTube - Retargeting - Non Converters- CPM,2.00,2083.00,31.00,1.00, -   , --
8/13/2019,Google - Generic - Assisted Stretching - NYC Geo,2.00,174.00,11.00,2.00,1.00,63.50%
8/14/2019,Google - Generic - Massage - SKAG - National,107.00,3320.00,275.00,2.00, -   ,<10%
8/14/2019,Google - Generic - DSA,17.00,354.00,5.00,3.00, -   ,<10%
8/14/2019,Google - Generic - Massage Types,20.00,959.00,28.00,3.00, -   ,14.62%
8/14/2019,Google - Generic - In Home - Massage Home Modifier - National,205.00,2019.00,868.00,2.00,2.00,59.43%
8/14/2019,Google - Generic - Masseuse,1.00,27.00,2.00,2.00, -   ,96.43%
8/14/2019,Google - Generic - Geo Keywords - Massage,155.00,4964.00,314.00,3.00,2.00,15.59%
8/14/2019,Google - Generic - In Home - Massage Home Modifier - Focus,40.00,438.00,310.00,1.00,1.00,86.22%
8/14/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,50.00,0.00,1.00, -   , --
8/14/2019,YouTube - Retargeting - Non Converters- CPM,4.00,2089.00,31.00,1.00, -   , --
8/15/2019,Google - Brand - Core - SKAG,256.00,981.00,386.00,1.00,34.00,98.30%
8/15/2019,Google - Generic - DSA,13.00,315.00,8.00,3.00, -   ,<10%
8/15/2019,Google - Brand - Corporate - Brand,2.00,8.00,4.00,2.00, -   ,100.00%
8/15/2019,Google - Generic - Massage - Core - National,149.00,3778.00,421.00,3.00,3.00,23.78%
8/15/2019,Google - Generic - Masseuse,5.00,37.00,9.00,1.00, -   ,97.37%
8/15/2019,Google - Brand - Extra Tokens,55.00,240.00,240.00,1.00,9.00,100.00%
8/15/2019,Google - Generic - In Home - Massage Home Modifier - Focus,33.00,337.00,295.00,1.00,2.00,72.79%
8/15/2019,Google - Generic - Massage - Core - Focus,36.00,564.00,193.00,3.00,2.00,33.49%
8/15/2019,Google - Generic - Assisted Stretching - NYC Geo,4.00,109.00,16.00,2.00, -   ,56.48%
8/15/2019,Google - Generic - Gift Cards, -   ,5.00, -   ,3.00, -   ,<10%
8/16/2019,Google - Generic - Massage - SKAG - National,106.00,3153.00,253.00,2.00,1.00,<10%
8/16/2019,Google - Generic - Competitors,35.00,1106.00,206.00,2.00,1.00,<10%
8/16/2019,Google - Brand - Corporate - Brand,1.00,2.00,4.00,1.00, -   ,50.00%
8/16/2019,Google - Generic - Massage Types,10.00,832.00,26.00,3.00,1.00,12.91%
8/16/2019,Google - Generic - Google Play - App,9.00,101.00,45.00,1.00, -   ,97.12%
8/16/2019,Google - Generic - Massage - Core - National,157.00,3864.00,424.00,3.00,4.00,24.03%
8/16/2019,Google - Generic - In Home - Massage Home Modifier - National,223.00,2089.00,990.00,2.00,6.00,62.17%
8/16/2019,Google - Generic - In Home - Massage Home Modifier - Focus,20.00,296.00,124.00,1.00, -   ,78.51%
8/16/2019,YouTube - Retargeting - Non Converters- CPM,1.00,1680.00,29.00,1.00, -   , --
8/17/2019,Google - Generic - Corporate - Massage,3.00,157.00,11.00,3.00, -   ,26.34%
8/17/2019,Google - UAC - In Home - Android,695.00,61324.00,19.00,1.00,24.00,<10%
8/17/2019,Google - Generic - Massage Types,18.00,764.00,22.00,3.00, -   ,14.57%
8/17/2019,Google - Generic - In Home - Massage Home Modifier - National,231.00,1943.00,1013.00,2.00,13.00,50.22%
8/17/2019,Google - Generic - Masseuse,1.00,52.00,1.00,2.00, -   ,85.25%
8/17/2019,Google - Generic - Geo Keywords - Massage,175.00,4518.00,303.00,3.00,4.00,14.90%
8/17/2019,Google - Generic - In Home - Massage Home Modifier - Focus,25.00,198.00,165.00,1.00, -   ,73.88%
8/17/2019,Google - Generic - Massage - SKAG - Focus,16.00,463.00,51.00,2.00, -   ,12.82%
8/17/2019,Google - Generic - Assisted Stretching - NYC Geo,5.00,122.00,19.00,2.00, -   ,73.05%
8/18/2019,Google - Brand - Core - SKAG,174.00,590.00,430.00,1.00,22.00,99.16%
8/18/2019,Google - Generic - DSA,8.00,253.00,3.00,3.00, -   ,<10%
8/18/2019,Google - Generic - Competitors,43.00,952.00,173.00,2.00, -   ,<10%
8/18/2019,Google - UAC - In Home - Android,468.00,48132.00,14.00,1.00,16.00,<10%
8/18/2019,Google - Brand - Corporate - Brand, -   ,1.00, -   ,1.00, -   ,100.00%
8/18/2019,Google - Generic - Massage Types,17.00,701.00,25.00,3.00,1.00,12.59%
8/18/2019,Google - Generic - Google Play - App,19.00,123.00,102.00,1.00,2.00,98.40%
8/18/2019,Google - Generic - Massage - Core - National,112.00,2748.00,239.00,3.00,2.00,20.48%
8/18/2019,Google - Generic - Massage - SKAG - Focus,20.00,605.00,45.00,2.00, -   ,18.79%
8/18/2019,Google - Generic - Massage - Core - Focus,55.00,893.00,256.00,2.00,1.00,36.78%
8/19/2019,Google - Generic - DSA,19.00,281.00,12.00,3.00, -   ,<10%
8/19/2019,Google - Generic - Corporate - Massage,7.00,282.00,35.00,4.00, -   ,33.10%
8/19/2019,Google - Generic - Competitors,24.00,733.00,195.00,2.00, -   ,<10%
8/19/2019,Google - UAC - In Home - Android,792.00,62208.00,25.00,1.00,25.00,<10%
8/19/2019,Google - Brand - Corporate - Brand,1.00,13.00,6.00,2.00, -   ,100.00%
8/19/2019,Google - Generic - Google Play - App,9.00,93.00,43.00,1.00,2.00,97.89%
8/19/2019,Google - Generic - In Home - Massage Home Modifier - National,242.00,2505.00,823.00,2.00,6.00,59.53%
8/19/2019,Google - Generic - In Home - Massage Home Modifier - Focus,29.00,243.00,186.00,1.00, -   ,64.97%
8/19/2019,Google - Generic - Massage - SKAG - Focus,17.00,448.00,34.00,2.00, -   ,13.96%
8/19/2019,Google - Generic - Massage - Core - Focus,50.00,728.00,186.00,2.00,1.00,33.18%
8/19/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,70.00,0.00,1.00, -   , --
8/20/2019,Google - Generic - Corporate - Massage,7.00,248.00,36.00,4.00,1.00,29.01%
8/20/2019,Google - Generic - Competitors,35.00,687.00,139.00,2.00,1.00,<10%
8/20/2019,Google - UAC - In Home - Android,277.00,27588.00,10.00,1.00,22.00,<10%
8/20/2019,Google - Brand - Corporate - Brand, -   ,8.00, -   ,2.00, -   ,100.00%
8/20/2019,Google - Generic - Massage - Core - National,124.00,2335.00,297.00,3.00,1.00,18.60%
8/20/2019,Google - Generic - Masseuse,7.00,39.00,11.00,1.00, -   ,90.70%
8/20/2019,Google - Generic - Massage - SKAG - Focus,17.00,567.00,50.00,2.00, -   ,15.40%
8/20/2019,Google - Generic - Massage - Core - Focus,34.00,696.00,100.00,2.00,1.00,33.66%
8/20/2019,Google - Generic - Assisted Stretching - NYC Geo,8.00,143.00,34.00,2.00,1.00,59.83%
8/21/2019,Google - Generic - Massage - SKAG - National,319.00,8955.00,924.00,2.00,4.00,18.43%
8/21/2019,Google - Brand - Corporate - Brand, -   ,8.00, -   ,2.00, -   ,88.89%
8/21/2019,Google - Generic - Google Play - App,17.00,105.00,74.00,1.00,1.00,97.22%
8/21/2019,Google - Generic - Massage - Core - National,78.00,2247.00,188.00,3.00,3.00,19.74%
8/21/2019,Google - Generic - In Home - Massage Home Modifier - National,190.00,2271.00,732.00,2.00,8.00,58.94%
8/21/2019,Google - Generic - Masseuse,1.00,29.00,2.00,2.00, -   ,87.88%
8/21/2019,Google - Brand - Extra Tokens,74.00,394.00,269.00,1.00,9.00,99.75%
8/21/2019,Google - Generic - In Home - Massage Home Modifier - Focus,22.00,174.00,181.00,1.00, -   ,38.50%
8/21/2019,Google - Generic - Massage - Core - Focus,29.00,542.00,113.00,2.00,2.00,29.05%
8/21/2019,Google - Generic - Gift Cards,2.00,10.00,1.00,3.00, -   ,19.23%
8/22/2019,Google - Generic - Massage - SKAG - National,268.00,9184.00,671.00,2.00, -   ,17.45%
8/22/2019,Google - Brand - Core - SKAG,363.00,1547.00,559.00,1.00,44.00,97.91%
8/22/2019,Google - Generic - DSA,17.00,276.00,3.00,3.00, -   ,<10%
8/22/2019,Google - Generic - Corporate - Massage,7.00,352.00,93.00,4.00, -   ,37.69%
8/22/2019,Google - Brand - Corporate - Brand,4.00,13.00,14.00,2.00, -   ,100.00%
8/22/2019,Google - Generic - Massage Types,19.00,957.00,26.00,2.00,1.00,17.06%
8/22/2019,Google - Generic - Google Play - App,22.00,96.00,97.00,1.00, -   ,96.00%
8/22/2019,Google - Generic - In Home - Massage Home Modifier - National,279.00,2920.00,1308.00,2.00,9.00,65.28%
8/22/2019,Google - Generic - Masseuse,4.00,28.00,9.00,2.00, -   ,84.85%
8/22/2019,Google - Generic - Geo Keywords - Massage,535.00,14346.00,1407.00,2.00,12.00,27.79%
8/22/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,20.00,0.00,1.00, -   , --
8/22/2019,YouTube - Retargeting - Non Converters- CPM,1.00,1925.00,30.00,1.00, -   , --
8/22/2019,Google - Generic - Assisted Stretching - NYC Geo,5.00,349.00,10.00,2.00, -   ,67.50%
8/22/2019,Google - Generic - Gift Cards, -   ,18.00, -   ,2.00, -   ,28.12%
8/23/2019,Google - Generic - Competitors,42.00,1046.00,176.00,2.00, -   ,<10%
8/23/2019,Google - UAC - In Home - Android,619.00,56351.00,19.00,1.00,27.00,<10%
8/23/2019,Google - Brand - Corporate - Brand,1.00,3.00,3.00,3.00, -   ,75.00%
8/23/2019,Google - Generic - Massage Types,18.00,730.00,24.00,2.00, -   ,14.11%
8/23/2019,Google - Generic - Google Play - App,9.00,112.00,46.00,1.00, -   ,84.85%
8/23/2019,Google - Generic - Massage - Core - National,84.00,2272.00,240.00,3.00,2.00,19.51%
8/23/2019,Google - Brand - Extra Tokens,61.00,263.00,143.00,1.00,8.00,98.87%
8/23/2019,Google - Generic - Geo Keywords - Massage,459.00,11757.00,1196.00,2.00,9.00,24.60%
8/23/2019,Google - Generic - In Home - Massage Home Modifier - Focus,18.00,168.00,173.00,1.00, -   ,41.18%
8/23/2019,Google - Generic - Massage - SKAG - Focus,18.00,230.00,51.00,2.00, -   ,14.47%
8/23/2019,Google - Generic - Massage - Core - Focus,45.00,815.00,186.00,2.00, -   ,34.03%
8/23/2019,Google - Generic - Assisted Stretching - NYC Geo,7.00,301.00,28.00,2.00,1.00,72.71%
8/24/2019,Google - Generic - DSA,23.00,330.00,8.00,3.00, -   ,<10%
8/24/2019,Google - Brand - Corporate - Brand, -   ,6.00, -   ,1.00, -   ,85.71%
8/24/2019,Google - Generic - Massage Types,13.00,704.00,25.00,2.00, -   ,14.42%
8/24/2019,Google - Generic - Google Play - App,14.00,105.00,57.00,1.00,2.00,94.59%
8/24/2019,Google - Generic - Massage - Core - National,156.00,2919.00,378.00,3.00,7.00,20.74%
8/24/2019,Google - Generic - Masseuse,5.00,60.00,7.00,2.00, -   ,88.24%
8/24/2019,Google - Brand - Extra Tokens,57.00,239.00,187.00,1.00,7.00,100.00%
8/24/2019,Google - Generic - In Home - Massage Home Modifier - Focus,23.00,182.00,153.00,1.00,1.00,43.33%
8/22/2019,Google - Generic - Massage - SKAG - Focus,6.00,163.00,55.00,2.00, -   ,<10%
8/22/2019,Google - Generic - Massage - Core - Focus,32.00,592.00,142.00,3.00, -   ,31.06%
8/23/2019,Google - Generic - Massage - SKAG - National,443.00,16237.00,1489.00,2.00,8.00,21.46%
8/23/2019,Google - Brand - Core - SKAG,265.00,1015.00,562.00,1.00,42.00,98.07%
8/23/2019,Google - Generic - DSA,10.00,253.00,4.00,3.00, -   ,<10%
8/23/2019,Google - Generic - Corporate - Massage,6.00,262.00,59.00,4.00, -   ,32.23%
8/23/2019,Google - Generic - In Home - Massage Home Modifier - National,218.00,2099.00,1047.00,2.00,4.00,57.02%
8/23/2019,Google - Generic - Masseuse,5.00,59.00,11.00,1.00, -   ,86.76%
8/23/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,25.00,0.00,1.00, -   , --
8/23/2019,YouTube - Retargeting - Non Converters- CPM,4.00,1906.00,28.00,1.00, -   , --
8/23/2019,Google - Generic - Gift Cards, -   ,8.00, -   ,3.00, -   ,15.69%
8/24/2019,Google - Generic - Massage - SKAG - National,320.00,11540.00,1001.00,2.00,2.00,16.98%
8/24/2019,Google - Brand - Core - SKAG,224.00,717.00,475.00,1.00,48.00,98.49%
8/24/2019,Google - Generic - Corporate - Massage,6.00,121.00,26.00,3.00, -   ,23.22%
8/24/2019,Google - Generic - Competitors,43.00,1895.00,201.00,2.00, -   ,13.93%
8/24/2019,Google - UAC - In Home - Android,619.00,60995.00,19.00,1.00,33.00,<10%
8/24/2019,Google - Generic - In Home - Massage Home Modifier - National,191.00,1760.00,995.00,2.00,9.00,53.35%
8/24/2019,Google - Generic - Geo Keywords - Massage,367.00,9315.00,989.00,2.00,8.00,25.01%
8/24/2019,YouTube - Retargeting - Non Visiting Video Watchers - CPM, -   ,55.00,0.00,1.00, -   , --
8/24/2019,Google - Generic - Gift Cards, -   ,4.00, -   ,2.00, -   ,<10%
1/1/2019,Google - Generic - Massage - SKAG - National,206.00,7656.00,225.00,3.00,1.00,13.20%
1/1/2019,Google - Brand - Core - SKAG,117.00,603.00,144.00,1.00,14.00,93.63%
1/1/2019,Google - Generic - DSA,128.00,1334.00,21.00,3.00, -   ,10.21%
1/1/2019,Croud_Google_GDN_In Home_Re-marketing,16.00,3050.00,17.00,1.00, -   , --
1/1/2019,Croud_Google_GDN_In Home_Re-engagement,1.00,2548.00,1.00,1.00, -   , --
1/1/2019,Google - Generic - Competitors,30.00,1683.00,43.00,2.00, -   ,17.26%
1/1/2019,Google - UAC - In Home - Android,63.00,3113.00,9.00,3.00,5.00,<10%
1/1/2019,Google - Brand - Corporate - Brand,3.00,4.00,3.00,1.00, -   ,100.00%
1/1/2019,Google - Generic - Google Play - App,12.00,90.00,24.00,1.00,2.00,98.90%
1/1/2019,Google - Generic - In Home - Massage Home Modifier - National,229.00,2766.00,752.00,2.00,6.00,81.57%
1/1/2019,Google - Generic - Masseuse,1.00,23.00,1.00,2.00, -   ,82.14%
1/1/2019,Google - Brand - Extra Tokens,45.00,253.00,83.00,1.00,4.00,49.90%
1/1/2019,Croud_Google_Non-Brand_In Home_Gift,6.00,350.00,7.00,3.00, -   ,41.57%
1/1/2019,Google - Generic - Therapist - US, -   ,7.00, -   ,2.00, -   ,28.00%
1/1/2019,Google - Generic - Therapist - CA, -   ,10.00, -   ,2.00, -   ,66.67%
1/1/2019,Google - Generic - Geo Keywords - Massage,213.00,7217.00,197.00,3.00,2.00,20.16%
1/2/2019,Google - Generic - Massage - SKAG - National,208.00,9780.00,242.00,2.00,2.00,13.36%
1/2/2019,Google - Brand - Core - SKAG,180.00,878.00,197.00,1.00,16.00,97.77%
1/2/2019,Google - Generic - DSA,168.00,1755.00,43.00,2.00, -   ,10.34%
1/2/2019,Croud_Google_GDN_In Home_Re-marketing,21.00,5369.00,22.00,1.00, -   , --
1/2/2019,Croud_Google_GDN_In Home_Re-engagement,3.00,3608.00,9.00,1.00,1.00, --
1/2/2019,Google - Generic - Corporate - Massage,7.00,740.00,52.00,3.00,1.00,27.59%
1/2/2019,Google - Generic - In Home - Massage Memberships, -   ,1.00, -   ,5.00, -   ,11.11%
1/2/2019,Google - UAC - In Home - Android,73.00,2594.00,11.00,3.00,12.00,<10%
1/2/2019,Google - Brand - Corporate - Brand, -   ,5.00, -   ,1.00, -   ,100.00%
1/2/2019,Google - Generic - Massage Types,29.00,1078.00,31.00,3.00, -   ,30.26%
1/2/2019,Google - Generic - In Home - Massage Home Modifier - National,209.00,3212.00,703.00,2.00,4.00,76.92%
1/2/2019,Google - Generic - Masseuse, -   ,34.00, -   ,2.00, -   ,94.44%
1/2/2019,Google - Generic - Corporate - Competitor, -   ,40.00, -   ,3.00, -   ,20.30%
1/2/2019,Google - Generic - Therapist - CA, -   ,16.00, -   ,2.00, -   ,76.19%
1/2/2019,Google - Generic - Geo Keywords - Massage,218.00,8811.00,208.00,3.00,2.00,18.31%
1/3/2019,Google - Generic - DSA,98.00,1164.00,23.00,3.00, -   ,<10%
1/3/2019,Croud_Google_GDN_In Home_Re-engagement,1.00,3521.00,1.00,1.00, -   , --
1/3/2019,Google - Generic - Competitors,46.00,2468.00,71.00,2.00,1.00,16.28%
1/3/2019,Google - UAC - In Home - Android,63.00,1673.00,9.00,3.00,9.00,<10%
1/3/2019,Google - Generic - Massage Types,32.00,1175.00,35.00,3.00, -   ,30.17%
1/3/2019,Google - Generic - Massage - Core - National,202.00,3887.00,476.00,2.00, -   ,24.28%
1/3/2019,Google - Generic - In Home - Massage Home Modifier - National,232.00,3323.00,821.00,2.00,4.00,78.65%
1/3/2019,Google - Generic - Masseuse, -   ,24.00, -   ,2.00, -   ,88.89%
1/3/2019,Google - Generic - In Home - Competitors Reme,1.00,20.00,2.00,1.00, -   ,62.50%
1/3/2019,Google - Generic - Corporate - Competitor, -   ,36.00, -   ,3.00, -   ,21.69%
1/3/2019,Google - Brand - Extra Tokens,43.00,298.00,55.00,1.00,6.00,42.57%
1/3/2019,Croud_Google_Non-Brand_In Home_Gift,6.00,408.00,7.00,2.00, -   ,38.78%
1/4/2019,Google - Generic - Massage - SKAG - National,136.00,6044.00,143.00,3.00,1.00,<10%
